㞌|yun4|3
㞎|ba3|7
㞏|zhe2|3
㞐|ju1|3
㞑|wei3|3
㞒|xie4|3
㞓|qi4|3
㞔|yi2|3
㞕|xie4|3
㞖|ci2|3
㞗|qiu2|3
㞘|du1|3
㞙|niao4|3
㞚|qi4|3
㞛|ji3|3
㞜|tui1|3
㞞|song2|3
㞟|dian4|3
㞠|lao2|3
㞡|zhan3|3
㞤|yin2|3
㞥|cen2|3
㞦|ji3|3
㞧|hui4|3
㞨|zi3|3
㞩|lan2|3
㞪|nao2|3
㞫|ju4|3
㞬|qin4|3
㞭|dai4|3
㞯|jie2|3
㞰|xu3|3
㞱|cong1|3
㞲|yong4|3
㞳|dou3|3
㞴|chi2|3
㞶|min3|3
㞷|huang2|3
㞸|sui4|3
㞹|ke3|3
㞺|zu2|3
㞻|hao4|3
㞼|cheng2|3
㞽|xue4|3
㞾|ni2|3
㞿|chi4|3
㟀|lian2|3
㟁|an4|3
㟂|mu3|3
㟃|si1|3
㟄|xiang2|3
㟅|yang2|3
㟆|hua2|3
㟇|cuo4|3
㟈|qiu2|3
㟉|lao2|3
㟊|fu2|3
㟋|dui4|3
㟌|mang2|3
㟍|lang2|3
㟎|tuo3|3
㟏|han2|3
㟐|mang3|3
㟑|bo2|3
㟒|qun1|3
㟓|qi2|3
㟔|han2|3
㟖|long4|3
㟘|tiao2|3
㟙|ze2|3
㟚|qi2|3
㟛|zan4|3
㟜|mi2|3
㟝|pei2|3
㟞|zhan4|3
㟟|xiang4|3
㟠|gang3|3
㟢|qi2|3
㟤|lu4|3
㟦|yun4|3
㟧|e4|3
㟨|duan1|3
㟩|min2|3
㟪|wei1|3
㟫|quan2|3
㟬|sou3|3
㟭|min2|3
㟮|tu1|3
㟰|ming3|3
㟱|yao3|3
㟲|jue2|3
㟳|li4|3
㟴|kuai4|3
㟵|gang3|3
㟶|yuan2|3
㟷|da1|3
㟹|lao2|3
㟺|lou2|3
㟻|qian4|3
㟼|ao2|3
㟽|biao3|3
㟾|yong1|3
㟿|mang3|3
㠀|dao3|3
㠂|ao2|3
㠄|xi2|3
㠅|fu2|3
㠆|dan1|3
㠇|jiu4|3
㠈|run4|3
㠉|tong2|3
㠊|qu1|3
㠋|e4|3
㠌|qi1|3
㠍|ji2|3
㠎|ji2|3
㠏|hua2|3
㠐|jiao4|3
㠑|zui4|3
㠒|biao3|3
㠓|meng2|3
㠔|bai4|3
㠕|wei3|3
㠖|yi3|3
㠗|ao4|3
㠘|yu3|3
㠙|hao2|3
㠚|dui4|3
㠛|wo4|3
㠜|ni4|3
㠝|cuan2|3
㠟|li2|3
㠠|lu2|3
㠡|niao3|3
㠢|huai2|3
㠣|li4|3
㠥|lv4|3
㠦|feng1|3
㠧|mi3|3
㠨|yu4|3
㠪|ju4|3
㠭|zhan3|3
㠮|peng1|3
㠯|yi3|3
㠱|ji4|3
㠲|bi3|3
㠴|ren4|3
㠵|huang1|3
㠶|fan2|3
㠷|ge2|3
㠸|ku4|3
㠹|jie4|3
㠺|sha1|3
㠼|si1|3
㠽|tong2|3
㠾|yuan1|3
㠿|zi1|3
㡀|bi4|3
㡁|kua3|3
㡂|li4|3
㡃|huang1|3
㡄|xun2|3
㡅|nuo3|3
㡇|zhe2|3
㡈|wen4|3
㡉|xian2|3
㡊|qia4|3
㡋|ye2|3
㡌|mao4|3
㡏|shu4|3
㡑|qiao1|3
㡒|zhun1|3
㡓|kun1|3
㡔|wu4|3
㡕|ying1|3
㡖|chuang2|3
㡗|ti2|3
㡘|lian2|3
㡙|bi1|3
㡚|gou1|3
㡛|mang2|3
㡜|xie4|3
㡝|feng4|3
㡞|lou2|3
㡟|zao1|3
